# Метеостанция Виллакубле (аэропорт), Франция, METAR=LFPV, выборка с 18.01.2024 по 18.02.2024, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=LFPV&lang=ru
#
"Местное время в Виллакубле (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"02.02.2024 14:00";"8.0";"759.0";"775.5";"87";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 360 м";"10.0 и более";"6.0";
"02.02.2024 13:30";"7.0";"759.6";"776.2";"87";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 330 м";"10.0 и более";"5.0";
"02.02.2024 13:00";"7.0";"759.6";"776.2";"87";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"5.0";
"02.02.2024 12:30";"6.0";"759.6";"776.2";"93";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"5.0";
"02.02.2024 12:00";"5.0";"759.5";"776.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"5.0";
"02.02.2024 11:30";"5.0";"759.5";"776.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"5.0";
"02.02.2024 11:00";"4.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"4.0";
"02.02.2024 10:30";"4.0";"759.4";"776.2";"100";"Ветер, дующий с запада";"4";"";"";"";"Сплошная (100%) 90 м";"9.0";"4.0";
"02.02.2024 10:00";"4.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"Дымка";"";"Вертикальная видимость";"2.0";"4.0";
"02.02.2024 09:30";"4.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"Туман";"";"Вертикальная видимость";"0.5";"4.0";
"02.02.2024 09:00";"3.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"Туман";"";"Вертикальная видимость";"0.4";"3.0";
"02.02.2024 08:30";"3.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Туман";"";"Вертикальная видимость";"0.4";"3.0";
"02.02.2024 08:00";"3.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"Туман";"";"Вертикальная видимость";"0.4";"3.0";
"02.02.2024 07:30";"3.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Туман";"";"Вертикальная видимость";"0.4";"3.0";
"02.02.2024 07:00";"3.0";"759.4";"776.2";"100";"Ветер, дующий с запада";"3";"";"Туман";"";"Вертикальная видимость";"0.7";"3.0";
"02.02.2024 06:30";"2.0";"759.3";"776.2";"100";"Ветер, дующий с запада";"3";"";"Клочьями туман";"";"Вертикальная видимость";"1.0";"2.0";
"02.02.2024 06:00";"3.0";"758.7";"775.5";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Клочьями туман";"";"Вертикальная видимость";"1.2";"3.0";
"02.02.2024 05:30";"2.0";"758.6";"775.5";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Туман";"";"Вертикальная видимость";"0.8";"2.0";
"02.02.2024 05:00";"3.0";"758.7";"775.5";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Туман";"";"Вертикальная видимость";"0.6";"3.0";
"02.02.2024 04:30";"2.0";"759.3";"776.2";"100";"Ветер, дующий с западо-юго-запада";"2";"";"Туман";"";"Вертикальная видимость";"0.6";"2.0";
"02.02.2024 04:00";"3.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Туман";"";"Вертикальная видимость";"0.6";"3.0";
"02.02.2024 03:30";"3.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"2";"";"Туман";"";"Сплошная (100%) 150 м";"0.7";"3.0";
"02.02.2024 03:00";"2.0";"759.3";"776.2";"100";"Ветер, дующий с западо-юго-запада";"2";"";"Туман";"";"Вертикальная видимость";"0.6";"2.0";
"02.02.2024 02:30";"3.0";"759.4";"776.2";"100";"Ветер, дующий с западо-юго-запада";"2";"";"Туман";"";"Вертикальная видимость";"0.4";"3.0";
"02.02.2024 02:00";"3.0";"759.4";"776.2";"100";"Ветер, дующий с западо-северо-запада";"2";"";"Туман";"";"Вертикальная видимость";"0.4";"3.0";
"02.02.2024 01:30";"4.0";"759.4";"776.2";"100";"Переменное направление";"1";"";"Туман";"";"Вертикальная видимость";"0.3";"4.0";
"02.02.2024 01:00";"5.0";"759.5";"776.2";"93";"Ветер, дующий с западо-юго-запада";"2";"";"Туман";"";"Вертикальная видимость";"0.4";"4.0";
"02.02.2024 00:30";"4.0";"759.4";"776.2";"100";"Ветер, дующий с запада";"2";"";"Дымка";"";"Нет существенной облачности";"4.6";"4.0";
"02.02.2024 00:00";"5.0";"759.5";"776.2";"100";"Ветер, дующий с юго-юго-востока";"1";"";"Клочьями туман";"";"Нет существенной облачности";"2.1";"5.0";
"01.02.2024 23:30";"6.0";"759.6";"776.2";"93";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"01.02.2024 23:00";"7.0";"759.6";"776.2";"93";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"01.02.2024 22:30";"7.0";"759.6";"776.2";"93";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"01.02.2024 22:00";"7.0";"759.6";"776.2";"93";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"01.02.2024 21:30";"7.0";"759.6";"776.2";"93";"Ветер, дующий с северо-запада";"2";"";"";"";"Незначительная (10-30%) 270 м, сплошная (100%) 6300 м";"10.0 и более";"6.0";
"01.02.2024 21:00";"7.0";"759.6";"776.2";"93";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Незначительная (10-30%) 420 м, разорванная (60-90%) 7500 м";"10.0 и более";"6.0";
"01.02.2024 20:30";"8.0";"759.7";"776.2";"93";"Ветер, дующий с северо-запада";"2";"";"";"";"Разорванная (60-90%) 420 м";"10.0 и более";"7.0";
"01.02.2024 20:00";"8.0";"759.7";"776.2";"93";"Ветер, дующий с запада";"1";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"7.0";
"01.02.2024 19:30";"8.0";"759.7";"776.2";"93";"Переменное направление";"2";"";"";"";"Разорванная (60-90%) 390 м, разорванная (60-90%) 780 м";"10.0 и более";"7.0";
"01.02.2024 19:00";"9.0";"759.7";"776.2";"94";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"8.0";
"01.02.2024 18:30";"9.0";"759.1";"775.5";"94";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"8.0";
"01.02.2024 18:00";"9.0";"759.1";"775.5";"87";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"7.0";
"01.02.2024 17:30";"9.0";"759.1";"775.5";"94";"Ветер, дующий с севера";"4";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"8.0";
"01.02.2024 17:00";"10.0";"759.1";"775.5";"94";"Ветер, дующий с севера";"3";"";"";"";"Разорванная (60-90%) 180 м, сплошная (100%) 510 м";"10.0 и более";"9.0";
"01.02.2024 16:30";"10.0";"758.3";"774.7";"94";"Ветер, дующий с севера";"3";"";"";"";"Разорванная (60-90%) 180 м, разорванная (60-90%) 630 м, сплошная (100%) 1290 м";"10.0 и более";"9.0";
"01.02.2024 16:00";"11.0";"758.4";"774.7";"94";"Ветер, дующий с севера";"3";"";"";"";"Разорванная (60-90%) 270 м, разорванная (60-90%) 480 м, сплошная (100%) 1110 м";"10.0 и более";"10.0";
"01.02.2024 15:30";"11.0";"758.4";"774.7";"94";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Рассеянная (40-50%) 270 м, разорванная (60-90%) 480 м, сплошная (100%) 1140 м";"10.0 и более";"10.0";
"01.02.2024 15:00";"11.0";"758.4";"774.7";"94";"Переменное направление";"2";"";"";"";"Рассеянная (40-50%) 270 м, разорванная (60-90%) 570 м, сплошная (100%) 1080 м";"10.0 и более";"10.0";
"01.02.2024 14:30";"11.0";"758.4";"774.7";"94";"Ветер, дующий с северо-запада";"2";"";"";"";"Рассеянная (40-50%) 150 м, разорванная (60-90%) 570 м, разорванная (60-90%) 810 м";"10.0 и более";"10.0";
"01.02.2024 14:00";"10.0";"758.3";"774.7";"94";"Ветер, дующий с северо-северо-запада";"3";"";"Слабый(ая)(ые) морось";"";"Разорванная (60-90%) 180 м, сплошная (100%) 390 м";"10.0 и более";"9.0";
"01.02.2024 13:30";"11.0";"758.4";"774.7";"94";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Разорванная (60-90%) 150 м, разорванная (60-90%) 360 м, сплошная (100%) 510 м";"10.0 и более";"10.0";
"01.02.2024 13:00";"10.0";"758.3";"774.7";"100";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Сплошная (100%) 120 м";"6.0";"10.0";
"01.02.2024 12:30";"10.0";"758.3";"774.7";"100";"Ветер, дующий с западо-северо-запада";"3";"";"Дымка";"";"Разорванная (60-90%) 120 м, сплошная (100%) 240 м";"3.4";"10.0";
"01.02.2024 12:00";"10.0";"758.3";"774.7";"100";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"10.0";
"01.02.2024 11:30";"10.0";"758.3";"774.7";"100";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"10.0";
"01.02.2024 11:00";"10.0";"758.3";"774.7";"100";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Сплошная (100%) 120 м";"7.0";"10.0";
"01.02.2024 10:30";"9.0";"758.3";"774.7";"100";"Ветер, дующий с запада";"5";"";"Дымка";"";"Сплошная (100%) 90 м";"4.2";"9.0";
"01.02.2024 10:00";"9.0";"758.3";"774.7";"100";"Ветер, дующий с запада";"4";"";"Дымка";"";"Сплошная (100%) 90 м";"3.6";"9.0";
"01.02.2024 09:30";"9.0";"757.5";"773.9";"100";"Ветер, дующий с запада";"4";"";"Дымка";"";"Сплошная (100%) 90 м";"2.7";"9.0";
"01.02.2024 09:00";"9.0";"757.5";"773.9";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Дымка";"";"Сплошная (100%) 90 м";"2.9";"9.0";
"01.02.2024 08:30";"8.0";"757.4";"773.9";"100";"Ветер, дующий с запада";"3";"";"Дымка";"";"Разорванная (60-90%) 120 м, сплошная (100%) 240 м";"3.2";"8.0";
"01.02.2024 08:00";"8.0";"756.9";"773.4";"100";"Ветер, дующий с западо-юго-запада";"4";"";"Дымка";"";"Разорванная (60-90%) 120 м, сплошная (100%) 300 м";"4.7";"8.0";
"01.02.2024 07:30";"8.0";"756.9";"773.4";"100";"Ветер, дующий с запада";"3";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 120 м";"7.0";"8.0";
"01.02.2024 07:00";"8.0";"756.9";"773.4";"100";"Ветер, дующий с западо-юго-запада";"4";"";"Дымка";"";"Разорванная (60-90%) 180 м, разорванная (60-90%) 300 м, сплошная (100%) 480 м, кучевые мощные большой вертикальной протяженности";"5.0";"8.0";
"01.02.2024 06:30";"9.0";"757.0";"773.4";"94";"Ветер, дующий с западо-юго-запада";"4";"";"Слабый(ая)(ые) дождь, дымка";"";"Сплошная (100%) 210 м, кучевые мощные большой вертикальной протяженности";"4.4";"8.0";
"01.02.2024 06:00";"9.0";"757.0";"773.4";"87";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"7.0";
"01.02.2024 05:30";"9.0";"757.0";"773.4";"87";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Сплошная (100%) 510 м";"10.0 и более";"7.0";
"01.02.2024 05:00";"9.0";"757.0";"773.4";"87";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Сплошная (100%) 660 м";"10.0 и более";"7.0";
"01.02.2024 04:30";"9.0";"757.0";"773.4";"87";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 630 м";"10.0 и более";"7.0";
"01.02.2024 04:00";"9.0";"757.0";"773.4";"87";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 780 м, разорванная (60-90%) 930 м, сплошная (100%) 5100 м";"10.0 и более";"7.0";
"01.02.2024 03:30";"9.0";"757.0";"773.4";"87";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Незначительная (10-30%) 510 м, разорванная (60-90%) 930 м, разорванная (60-90%) 3300 м";"10.0 и более";"7.0";
"01.02.2024 03:00";"9.0";"757.0";"773.4";"82";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Сплошная (100%) 510 м";"10.0 и более";"6.0";
"01.02.2024 02:30";"9.0";"757.0";"773.4";"82";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 540 м, разорванная (60-90%) 1260 м, сплошная (100%) 5700 м";"10.0 и более";"6.0";
"01.02.2024 02:00";"9.0";"757.0";"773.4";"82";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 600 м, разорванная (60-90%) 1260 м, сплошная (100%) 6000 м";"10.0 и более";"6.0";
"01.02.2024 01:30";"9.0";"757.5";"773.9";"82";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Незначительная (10-30%) 690 м, рассеянная (40-50%) 1140 м, разорванная (60-90%) 1350 м";"10.0 и более";"6.0";
"01.02.2024 01:00";"9.0";"757.5";"773.9";"82";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 1260 м";"10.0 и более";"6.0";
"01.02.2024 00:30";"9.0";"757.5";"773.9";"82";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Незначительная (10-30%) 840 м, сплошная (100%) 1380 м";"10.0 и более";"6.0";
"01.02.2024 00:00";"9.0";"757.5";"773.9";"82";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 780 м, сплошная (100%) 1230 м";"10.0 и более";"6.0";
"31.01.2024 23:30";"8.0";"757.4";"773.9";"87";"Ветер, дующий с юго-запада";"2";"";"";"";"Разорванная (60-90%) 840 м, сплошная (100%) 1230 м";"10.0 и более";"6.0";
"31.01.2024 23:00";"8.0";"757.4";"773.9";"87";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Сплошная (100%) 1260 м";"10.0 и более";"6.0";
"31.01.2024 22:30";"8.0";"757.4";"773.9";"82";"Ветер, дующий с юго-запада";"3";"";"";"";"Сплошная (100%) 1350 м";"10.0 и более";"5.0";
"31.01.2024 22:00";"8.0";"757.4";"773.9";"82";"Ветер, дующий с юго-запада";"2";"";"";"";"Разорванная (60-90%) 1350 м";"10.0 и более";"5.0";
"31.01.2024 21:30";"7.0";"757.4";"773.9";"87";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 1320 м";"10.0 и более";"5.0";
"31.01.2024 21:00";"7.0";"757.4";"773.9";"87";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 1320 м";"10.0 и более";"5.0";
"31.01.2024 20:30";"7.0";"757.4";"773.9";"81";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"31.01.2024 20:00";"7.0";"757.4";"773.9";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"31.01.2024 19:30";"7.0";"757.4";"773.9";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Незначительная (10-30%) 1080 м";"10.0 и более";"4.0";
"31.01.2024 19:00";"7.0";"757.4";"773.9";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"31.01.2024 18:30";"7.0";"757.4";"773.9";"76";"Ветер, дующий с юго-юго-запада";"1";"";"";"";"Незначительная (10-30%) 1050 м";"10.0 и более";"3.0";
"31.01.2024 18:00";"7.0";"758.2";"774.7";"76";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"3.0";
"31.01.2024 17:30";"8.0";"758.2";"774.7";"76";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"31.01.2024 17:00";"9.0";"757.5";"773.9";"71";"Ветер, дующий с запада";"3";"";"";"";"Незначительная (10-30%) 810 м";"10.0 и более";"4.0";
"31.01.2024 16:30";"9.0";"757.5";"773.9";"71";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"4.0";
"31.01.2024 16:00";"9.0";"757.5";"773.9";"71";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 780 м";"10.0 и более";"4.0";
"31.01.2024 15:30";"9.0";"758.3";"774.7";"76";"Ветер, дующий с запада";"4";"";"";"";"Сплошная (100%) 780 м";"10.0 и более";"5.0";
"31.01.2024 15:00";"9.0";"758.3";"774.7";"71";"Ветер, дующий с запада";"5";"";"";"";"Незначительная (10-30%) 510 м, сплошная (100%) 750 м";"10.0 и более";"4.0";
"31.01.2024 14:30";"8.0";"758.2";"774.7";"82";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 480 м, сплошная (100%) 660 м";"10.0 и более";"5.0";
"31.01.2024 14:00";"8.0";"758.2";"774.7";"87";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 330 м, разорванная (60-90%) 660 м, разорванная (60-90%) 870 м";"10.0 и более";"6.0";
"31.01.2024 13:30";"7.0";"758.9";"775.5";"93";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 210 м, сплошная (100%) 330 м";"10.0 и более";"6.0";
"31.01.2024 13:00";"7.0";"758.9";"775.5";"93";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"6.0";
"31.01.2024 12:30";"7.0";"758.9";"775.5";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"6.0";
"31.01.2024 12:00";"7.0";"758.9";"775.5";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"6.0";
"31.01.2024 11:30";"7.0";"758.9";"775.5";"87";"Ветер, дующий с юга";"3";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"5.0";
"31.01.2024 11:00";"7.0";"758.9";"775.5";"87";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"5.0";
"31.01.2024 10:30";"8.0";"759.7";"776.2";"82";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"31.01.2024 10:00";"7.0";"758.9";"775.5";"76";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"3.0";
"31.01.2024 09:30";"6.0";"758.9";"775.5";"76";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"2.0";
"31.01.2024 09:00";"3.0";"758.7";"775.5";"81";"Штиль, безветрие";"0";"";"";"";"Незначительная (10-30%) 960 м";"10.0 и более";"0.0";
"31.01.2024 08:30";"5.0";"758.8";"775.5";"76";"Ветер, дующий с востоко-юго-востока";"1";"";"";"";"Незначительная (10-30%) 990 м";"10.0 и более";"1.0";
"31.01.2024 08:00";"6.0";"758.9";"775.5";"71";"Ветер, дующий с востока";"2";"";"";"";"Незначительная (10-30%) 1020 м";"10.0 и более";"1.0";
"31.01.2024 07:30";"6.0";"758.9";"775.5";"71";"Ветер, дующий с востока";"3";"";"";"";"Сплошная (100%) 1020 м";"10.0 и более";"1.0";
"31.01.2024 07:00";"6.0";"758.9";"775.5";"71";"Ветер, дующий с востока";"3";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"1.0";
"31.01.2024 06:30";"7.0";"758.9";"775.5";"66";"Ветер, дующий с востока";"3";"";"";"";"Сплошная (100%) 1080 м";"10.0 и более";"1.0";
"31.01.2024 06:00";"7.0";"759.6";"776.2";"71";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Сплошная (100%) 1080 м";"10.0 и более";"2.0";
"31.01.2024 05:30";"7.0";"759.6";"776.2";"71";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Сплошная (100%) 1080 м";"10.0 и более";"2.0";
"31.01.2024 05:00";"7.0";"759.6";"776.2";"71";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"2.0";
"31.01.2024 04:30";"6.0";"758.9";"775.5";"81";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"3.0";
"31.01.2024 04:00";"6.0";"758.9";"775.5";"76";"Ветер, дующий с востока";"2";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"2.0";
"31.01.2024 03:30";"7.0";"758.9";"775.5";"71";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Разорванная (60-90%) 1050 м, сплошная (100%) 4800 м";"10.0 и более";"2.0";
"31.01.2024 03:00";"6.0";"758.9";"775.5";"76";"Ветер, дующий с востока";"2";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"2.0";
"31.01.2024 02:30";"6.0";"758.9";"775.5";"76";"Ветер, дующий с востока";"2";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"2.0";
"31.01.2024 02:00";"7.0";"759.6";"776.2";"71";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"2.0";
"31.01.2024 01:30";"7.0";"759.6";"776.2";"71";"Ветер, дующий с северо-востока";"2";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"2.0";
"31.01.2024 01:00";"7.0";"759.6";"776.2";"71";"Ветер, дующий с северо-востока";"3";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"2.0";
"31.01.2024 00:30";"7.0";"759.6";"776.2";"71";"Ветер, дующий с северо-востока";"2";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"2.0";
"31.01.2024 00:00";"7.0";"759.6";"776.2";"76";"Ветер, дующий с северо-востока";"2";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"3.0";
"30.01.2024 23:30";"7.0";"759.6";"776.2";"71";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Сплошная (100%) 1050 м";"10.0 и более";"2.0";
"30.01.2024 23:00";"7.0";"758.9";"775.5";"71";"Переменное направление";"1";"";"";"";"Сплошная (100%) 1020 м";"10.0 и более";"2.0";
"30.01.2024 22:30";"8.0";"759.0";"775.5";"66";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Сплошная (100%) 990 м";"10.0 и более";"2.0";
"30.01.2024 22:00";"8.0";"759.0";"775.5";"71";"Ветер, дующий с севера";"4";"";"";"";"Сплошная (100%) 990 м";"10.0 и более";"3.0";
"30.01.2024 21:30";"8.0";"759.0";"775.5";"66";"Ветер, дующий с севера";"3";"";"";"";"Сплошная (100%) 990 м";"10.0 и более";"2.0";
"30.01.2024 21:00";"8.0";"759.0";"775.5";"66";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Сплошная (100%) 990 м";"10.0 и более";"2.0";
"30.01.2024 20:30";"8.0";"759.0";"775.5";"71";"Ветер, дующий с севера";"3";"";"";"";"Сплошная (100%) 990 м";"10.0 и более";"3.0";
"30.01.2024 20:00";"8.0";"758.2";"774.7";"71";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"3.0";
"30.01.2024 19:30";"8.0";"758.2";"774.7";"76";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Сплошная (100%) 960 м";"10.0 и более";"4.0";
"30.01.2024 19:00";"8.0";"758.2";"774.7";"76";"Ветер, дующий с севера";"3";"";"";"";"Сплошная (100%) 960 м";"10.0 и более";"4.0";
"30.01.2024 18:30";"8.0";"758.2";"774.7";"82";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Сплошная (100%) 930 м";"10.0 и более";"5.0";
"30.01.2024 18:00";"9.0";"757.5";"773.9";"76";"Ветер, дующий с северо-запада";"2";"";"";"";"Сплошная (100%) 900 м";"10.0 и более";"5.0";
"30.01.2024 17:30";"10.0";"757.5";"773.9";"71";"Ветер, дующий с северо-запада";"2";"";"";"";"Разорванная (60-90%) 870 м";"10.0 и более";"5.0";
"30.01.2024 17:00";"10.0";"757.5";"773.9";"71";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 870 м";"10.0 и более";"5.0";
"30.01.2024 16:30";"10.0";"757.5";"773.9";"76";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Сплошная (100%) 840 м";"10.0 и более";"6.0";
"30.01.2024 16:00";"10.0";"757.1";"773.4";"76";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Сплошная (100%) 780 м";"10.0 и более";"6.0";
"30.01.2024 15:30";"10.0";"757.1";"773.4";"82";"Ветер, дующий с северо-запада";"4";"";"";"";"Сплошная (100%) 720 м";"10.0 и более";"7.0";
"30.01.2024 15:00";"10.0";"757.1";"773.4";"82";"Ветер, дующий с северо-запада";"4";"";"";"";"Сплошная (100%) 720 м";"10.0 и более";"7.0";
"30.01.2024 14:30";"10.0";"757.1";"773.4";"82";"Ветер, дующий с северо-запада";"4";"";"";"";"Сплошная (100%) 660 м";"10.0 и более";"7.0";
"30.01.2024 14:00";"10.0";"757.1";"773.4";"82";"Ветер, дующий с северо-запада";"5";"";"";"";"Сплошная (100%) 600 м";"10.0 и более";"7.0";
"30.01.2024 13:30";"10.0";"757.1";"773.4";"82";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Сплошная (100%) 600 м";"10.0 и более";"7.0";
"30.01.2024 13:00";"10.0";"757.1";"773.4";"82";"Ветер, дующий с северо-запада";"5";"";"";"";"Сплошная (100%) 420 м";"10.0 и более";"7.0";
"30.01.2024 12:30";"11.0";"757.1";"773.4";"88";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Сплошная (100%) 510 м";"10.0 и более";"9.0";
"30.01.2024 12:00";"10.0";"757.1";"773.4";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Незначительная (10-30%) 330 м, сплошная (100%) 510 м";"10.0 и более";"9.0";
"30.01.2024 11:30";"10.0";"756.4";"772.7";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Разорванная (60-90%) 210 м, сплошная (100%) 330 м";"10.0 и более";"9.0";
"30.01.2024 11:00";"10.0";"756.4";"772.7";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"9.0";
"30.01.2024 10:30";"10.0";"756.4";"772.7";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"9.0";
"30.01.2024 10:00";"10.0";"756.4";"772.7";"88";"Ветер, дующий с юго-запада";"2";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"8.0";
