Дата;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
06.02.2024 8:00;09.мар;757.4;769.2;;86;Ветер, дующий с юго-востока;3;;;; ;;;;;;;;;;;07.янв;Осадков нет;1;;;;
06.02.2024 7:00;08.май;757.4;769.2;-0.3;85;Ветер, дующий с востоко-юго-востока;3;;;70 – 80%.; ;;;07.авг;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые плотные, образовавшиеся от кучево-дождевых.;20.0;06.янв;Осадков нет;12;;;;
06.02.2024 6:00;08.май;757.4;769.2;;86;Ветер, дующий с юго-востока;2;;;; ;;;;;;;;;;;06.фев;Осадков нет;1;;;;
06.02.2024 5:00;08.мар;757.6;769.4;;89;Штиль, безветрие;0;;;; ;;;;;;;;;;;06.май;Осадков нет;1;;;;
06.02.2024 4:00;09.июн;757.7;769.5;-0.8;88;Переменное направление;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;07.июл;;;;;;
06.02.2024 3:00;10.авг;758.1;769.9;;88;Ветер, дующий с юга;1;;;; ;;;;;;;;;;;08.авг;Осадков нет;1;;;;
06.02.2024 2:00;12.фев;758.3;770.1;;85;Ветер, дующий с юга;3;;;; ;;;;;;;;;;;09.авг;Осадков нет;1;;;;
06.02.2024 1:00;11.сен;758.5;770.3;-0.3;89;Ветер, дующий с юго-юго-востока;3;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;10.янв;Осадков нет;6;;;;
06.02.2024 0:00;12.май;758.7;770.5;;86;Ветер, дующий с юго-юго-востока;2;;;; ;;;;;;;;;;;10.фев;Осадков нет;1;;;;
05.02.2024 23:00;12.май;758.7;770.5;;82;Ветер, дующий с юго-юго-востока;3;;;; ;;;;;;;;;;;09.апр;Осадков нет;1;;;;
05.02.2024 22:00;13.0;758.8;770.7;0.0;79;Ветер, дующий с юга;2;;;70 – 80%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;09.апр;;;;;;
05.02.2024 21:00;12.июн;758.9;770.7;;82;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;09.май;Осадков нет;1;;;;
05.02.2024 20:00;12.июн;758.8;770.6;;81;Ветер, дующий с юго-юго-запада;2;;;; ;;;;;;;;;;;09.апр;Осадков нет;1;;;;
05.02.2024 19:00;13.янв;758.8;770.5;0.3;77;Ветер, дующий с юго-юго-запада;1;;;70 – 80%.; ;;;;14.мар;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;09.янв;Осадков нет;12;;;;
05.02.2024 18:00;13.май;758.5;770.3;;75;Ветер, дующий с востоко-юго-востока;2;;;; ;;;;;;;;;;;09.янв;Осадков нет;1;;;;
05.02.2024 17:00;13.июл;758.5;770.2;;75;Штиль, безветрие;0;;;; ;;;;;;;;;;;09.мар;Осадков нет;1;;;;
05.02.2024 16:00;14.0;758.5;770.2;-0.7;71;Ветер, дующий с юго-запада;1;;;90  или более, но не 100%; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;08.июл;;;;;;
05.02.2024 15:00;14.0;758.5;770.2;;72;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;9.0;Осадков нет;1;;;;
05.02.2024 14:00;13.сен;758.7;770.5;;74;Ветер, дующий с юго-юго-запада;2;;;; ;;;;;;;;;;;09.мар;Осадков нет;1;;;;
05.02.2024 13:00;14.0;759.2;771.0;-0.3;71;Переменное направление;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;20.0;08.авг;Осадков нет;6;;;;
05.02.2024 12:00;14.0;759.5;771.3;;69;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;08.мар;Осадков нет;1;;;;
05.02.2024 11:00;13.фев;759.7;771.4;;79;Штиль, безветрие;0;;;; ;;;;;;;;;;;09.июн;Осадков нет;1;;;;
05.02.2024 10:00;09.янв;759.5;771.3;1.0;86;Переменное направление;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;06.авг;;;;;;
05.02.2024 9:00;8.0;759.2;771.1;;88;Штиль, безветрие;0;;;; ;;;;;;;;;;;06.янв;Осадков нет;1;;;;
05.02.2024 8:00;07.апр;758.8;770.6;;90;Ветер, дующий с севера;1;;;; ;;;;;;;;;;;05.авг;Осадков нет;1;;;;
05.02.2024 7:00;06.авг;758.5;770.3;0.0;90;Ветер, дующий с севера;2;;;90  или более, но не 100%; ;;;05.апр;;Слоисто-кучевые, образовавшиеся из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;05.мар;Осадков нет;12;;;;
05.02.2024 6:00;07.фев;758.3;770.1;;92;Ветер, дующий с северо-северо-востока;1;;;; ;;;;;;;;;;;6.0;Осадков нет;1;;;;
05.02.2024 5:00;06.янв;758.5;770.2;;94;Ветер, дующий с севера;1;;;; ;;;;;;;;;;;05.фев;Осадков нет;1;;;;
05.02.2024 4:00;05.июн;758.5;770.2;-0.3;93;Ветер, дующий с северо-северо-востока;2;;;Облаков нет.; ;;;;;;;;;;10.0;04.июн;;;;;;
05.02.2024 3:00;06.сен;758.6;770.4;;90;Ветер, дующий с севера;1;;;; ;;;;;;;;;;;05.апр;Осадков нет;1;;;;
05.02.2024 2:00;09.янв;758.8;770.5;;82;Штиль, безветрие;0;;;; ;;;;;;;;;;;06.янв;Осадков нет;1;;;;
05.02.2024 1:00;09.июн;758.8;770.7;0.1;82;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;;;;;;;10.0;06.июл;Осадков нет;6;;;;
05.02.2024 0:00;09.фев;758.8;770.6;;87;Ветер, дующий с юго-юго-востока;2;;;; ;;;;;;;;;;;07.янв;Осадков нет;1;;;;
04.02.2024 23:00;08.июл;758.6;770.5;;89;Штиль, безветрие;0;;;; ;;;;;;;;;;;7.0;Осадков нет;1;;;;
04.02.2024 22:00;09.июл;758.7;770.5;0.2;85;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;;;;;;;25.0;07.мар;;;;;;
04.02.2024 21:00;09.май;758.6;770.4;;85;Ветер, дующий с востоко-юго-востока;1;;;; ;;;;;;;;;;;07.янв;Осадков нет;1;;;;
04.02.2024 20:00;10.апр;758.8;770.5;;88;Ветер, дующий с юго-востока;3;;;; ;;;;;;;;;;;08.апр;Осадков нет;1;;;;
04.02.2024 19:00;11.май;758.5;770.2;0.7;86;Ветер, дующий с юга;2;;;Облаков нет.; ;;;;16.июл;;;;;;30.0;09.фев;Осадков нет;12;;;;
04.02.2024 18:00;12.0;758.5;770.2;;84;Ветер, дующий с юго-юго-запада;1;;;; ;;;;;;;;;;;09.мар;Осадков нет;1;;;;
04.02.2024 17:00;13.авг;757.9;769.6;;72;Ветер, дующий с западо-юго-запада;3;;;; ;;;;;;;;;;;08.авг;Осадков нет;1;;;;
04.02.2024 16:00;16.май;757.8;769.6;-0.8;49;Ветер, дующий с северо-северо-запада;1;;;Облаков нет.; ;;;;;;;;;;30.0;05.июл;;;;;;
04.02.2024 15:00;16.май;757.9;769.7;;51;Штиль, безветрие;0;;;; ;;;;;;;;;;;06.мар;Осадков нет;1;;;;
04.02.2024 14:00;15.авг;758.1;769.9;;57;Ветер, дующий с северо-запада;2;;;; ;;;;;;;;;;;07.фев;Осадков нет;1;;;;
04.02.2024 13:00;15.фев;758.6;770.4;-0.3;69;Переменное направление;1;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";20.0;09.апр;Осадков нет;6;;;;
04.02.2024 12:00;14.янв;759.0;770.8;;68;Штиль, безветрие;0;;;; ;;;;;;;;;;;08.мар;Осадков нет;1;;;;
04.02.2024 11:00;11.сен;759.3;771.1;;73;Ветер, дующий с севера;2;;;; ;;;;;;;;;;;07.янв;Осадков нет;1;;;;
04.02.2024 10:00;09.фев;758.9;770.7;0.7;88;Ветер, дующий с северо-северо-востока;2;;;20–30%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;50-100;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;07.мар;;;;;;
04.02.2024 9:00;08.фев;758.3;770.1;;89;Ветер, дующий с севера;2;;;; ;;;;;;;;;;;06.май;Осадков нет;1;;;;
04.02.2024 8:00;05.сен;758.5;770.2;;88;Ветер, дующий с северо-востока;1;;;; ;;;;;;;;;;;04.янв;Осадков нет;1;;;;
04.02.2024 7:00;05.авг;758.2;770.0;-0.1;87;Ветер, дующий с северо-северо-востока;3;;;; ;;;05.авг;;;;2500 или более, или облаков нет.;;;20.0;03.авг;Осадков нет;12;;;;
04.02.2024 6:00;06.июн;758.2;769.9;;88;Ветер, дующий с северо-северо-запада;1;;;; ;;;;;;;;;;;04.июл;Осадков нет;1;;;;
04.02.2024 5:00;07.мар;758.1;769.9;;90;Ветер, дующий с севера;2;;;; ;;;;;;;;;;;05.авг;Осадков нет;1;;;;
04.02.2024 4:00;07.авг;758.3;770.1;-1.0;94;Ветер, дующий с севера;1;;;; ;;;;;;;;;;;06.сен;;;;;;
04.02.2024 3:00;10.апр;758.6;770.4;;93;Штиль, безветрие;0;;;; ;;;;;;;;;;;09.мар;Осадков нет;1;;;;
04.02.2024 2:00;10.сен;759.0;770.8;;93;Ветер, дующий с юго-юго-востока;1;;;; ;;;;;;;;;;;09.авг;Осадков нет;1;;;;
04.02.2024 1:00;09.июн;759.3;771.1;0.1;90;Ветер, дующий с юга;2;;;70 – 80%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;70 – 80%.;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;16.0;08.янв;Осадков нет;6;;;;
04.02.2024 0:00;09.фев;759.4;771.1;;88;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;07.мар;Осадков нет;1;;;;
03.02.2024 23:00;09.июн;759.4;771.2;;86;Ветер, дующий с юго-юго-востока;1;;;; ;;;;;;;;;;;07.мар;Осадков нет;1;;;;
03.02.2024 22:00;10.мар;759.2;771.0;0.1;86;Ветер, дующий с юго-юго-востока;1;;;; ;;;;;;;2500 или более, или облаков нет.;;;20.0;08.янв;;;;;;
03.02.2024 21:00;10.мар;759.3;771.1;;87;Ветер, дующий с юго-юго-востока;2;;;; ;;;;;;;;;;;08.фев;Осадков нет;1;;;;
03.02.2024 20:00;11.июл;759.2;771.0;;82;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;08.июл;Осадков нет;1;;;;
03.02.2024 19:00;12.мар;759.1;770.9;0.3;72;Ветер, дующий с юга;2;;;; ;;;;17.июн;;;2500 или более, или облаков нет.;;;20.0;07.апр;Осадков нет;12;;;;
03.02.2024 18:00;13.0;759.1;770.8;;61;Ветер, дующий с юго-юго-запада;2;;;; ;;;;;;;;;;;05.май;Осадков нет;1;;;;
03.02.2024 17:00;15.янв;758.8;770.5;;55;Ветер, дующий с западо-юго-запада;2;;;; ;;;;;;;;;;;6.0;Осадков нет;1;;;;
03.02.2024 16:00;17.0;758.8;770.5;-1.0;42;Ветер, дующий с западо-юго-запада;3;;;10%  или менее, но не 0; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;30.0;4.0;;;;;;
03.02.2024 15:00;17.апр;758.8;770.6;;46;Ветер, дующий с запада;2;;;; ;;;;;;;;;;;05.июл;Осадков нет;1;;;;
03.02.2024 14:00;16.июл;759.1;770.8;;41;Ветер, дующий с северо-северо-востока;1;;;; ;;;;;;;;;;;03.фев;Осадков нет;1;;;;
03.02.2024 13:00;15.апр;759.8;771.7;-0.6;40;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;30.0;01.июл;Осадков нет;6;;;;
03.02.2024 12:00;14.янв;760.3;772.1;;40;Ветер, дующий с севера;2;;;; ;;;;;;;;;;;0.7;Осадков нет;1;;;;
03.02.2024 11:00;12.янв;760.4;772.2;;51;Ветер, дующий с севера;2;;;; ;;;;;;;;;;;02.мар;Осадков нет;1;;;;
03.02.2024 10:00;08.авг;760.4;772.2;0.8;61;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;30.0;01.июн;;;;;;
03.02.2024 9:00;07.июн;760.3;772.0;;67;Ветер, дующий с северо-северо-запада;1;;;; ;;;;;;;;;;;01.июл;Осадков нет;1;;;;
03.02.2024 8:00;04.июл;760.2;772.0;;67;Штиль, безветрие;0;;;; ;;;;;;;;;;;-0.9;Осадков нет;1;;;;
03.02.2024 7:00;03.июл;759.6;771.4;-0.1;75;Ветер, дующий с востока;1;;;Облаков нет.; ;;;02.июл;;;;;;;30.0;-0.3;Осадков нет;12;;;;
03.02.2024 6:00;03.май;759.5;771.3;;75;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;-0.5;Осадков нет;1;;;;
03.02.2024 5:00;03.июн;759.6;771.4;;79;Штиль, безветрие;0;;;; ;;;;;;;;;;;0.2;Осадков нет;1;;;;
03.02.2024 4:00;06.янв;759.7;771.4;-0.1;64;Переменное направление;1;;;; ;;;;;;;;;;;-0.3;;;;;;
03.02.2024 3:00;03.май;759.9;771.7;;78;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;0.0;Осадков нет;1;;;;
03.02.2024 2:00;05.мар;759.9;771.7;;68;Ветер, дующий с востоко-северо-востока;2;;;; ;;;;;;;;;;;-0.2;Осадков нет;1;;;;
03.02.2024 1:00;6.0;759.8;771.7;0.1;69;Ветер, дующий с юго-юго-востока;1;;;Облаков нет.; ;;;;;;;;;;30.0;0.7;Осадков нет;6;;;;
03.02.2024 0:00;07.апр;759.8;771.6;;64;Штиль, безветрие;0;;;; ;;;;;;;;;;;1.0;Осадков нет;1;;;;
02.02.2024 23:00;07.фев;760.0;771.8;;70;Штиль, безветрие;0;;;; ;;;;;;;;;;;02.янв;Осадков нет;1;;;;
02.02.2024 22:00;08.май;759.7;771.5;0.5;62;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;20.0;01.июн;;;;;;
02.02.2024 21:00;08.июн;759.6;771.4;;65;Ветер, дующий с юго-юго-востока;1;;;; ;;;;;;;;;;;02.мар;Осадков нет;1;;;;
02.02.2024 20:00;9.0;759.5;771.3;;68;Ветер, дующий с юго-востока;1;;;; ;;;;;;;;;;;03.мар;Осадков нет;1;;;;
02.02.2024 19:00;09.сен;759.2;771.0;0.7;70;Ветер, дующий с юга;2;;;Облаков нет.; ;;;;16.сен;;;;;;20.0;04.июн;Осадков нет;12;;;;
02.02.2024 18:00;11.июл;759.1;770.8;;61;Ветер, дующий с юга;2;;;; ;;;;;;;;;;;04.апр;Осадков нет;1;;;;
02.02.2024 17:00;12.июн;758.7;770.5;;56;Ветер, дующий с запада;2;;;; ;;;;;;;;;;;03.сен;Осадков нет;1;;;;
02.02.2024 16:00;15.апр;758.5;770.2;0.0;47;Ветер, дующий с запада;3;;;Облаков нет.; ;;;;;;;;;;20.0;04.фев;;;;;;
02.02.2024 15:00;15.авг;758.3;770.1;;35;Ветер, дующий с юго-юго-запада;3;;;; ;;;;;;;;;;;0.2;Осадков нет;1;;;;
02.02.2024 14:00;16.фев;758.4;770.2;;36;Штиль, безветрие;0;;;; ;;;;;;;;;;;1.0;Осадков нет;1;;;;
02.02.2024 13:00;15.янв;758.5;770.3;-0.2;42;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;30.0;02.янв;Осадков нет;6;;;;
02.02.2024 12:00;12.фев;758.8;770.6;;58;Ветер, дующий с севера;1;;;; ;;;;;;;;;;;4.0;Осадков нет;1;;;;
02.02.2024 11:00;09.июн;759.2;771.0;;69;Ветер, дующий с северо-северо-востока;3;;;; ;;;;;;;;;;;04.янв;Осадков нет;1;;;;
02.02.2024 10:00;06.июл;758.7;770.5;0.7;76;Ветер, дующий с северо-северо-востока;3;;;Облаков нет.; ;;;;;;;;;;25.0;02.июл;;;;;;
02.02.2024 9:00;05.янв;758.6;770.4;;79;Ветер, дующий с северо-востока;2;;;; ;;;;;;;;;;;01.авг;Осадков нет;1;;;;
02.02.2024 8:00;03.мар;758.4;770.2;;86;Ветер, дующий с северо-востока;3;;;; ;;;;;;;;;;;01.фев;Осадков нет;1;;;;
02.02.2024 7:00;03.май;758.0;769.8;0.6;88;Ветер, дующий с востоко-северо-востока;4;;;; ;;;02.апр;;;;;;;;01.июн;Осадков нет;12;;;;
02.02.2024 6:00;03.фев;757.7;769.5;;89;Ветер, дующий с востоко-северо-востока;3;;;; ;;;;;;;;;;;01.май;Осадков нет;1;;;;
02.02.2024 5:00;02.май;757.5;769.3;;89;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;0.9;Осадков нет;1;;;;
02.02.2024 4:00;3.0;757.4;769.2;-0.4;90;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;01.май;;;;;;
02.02.2024 3:00;03.июл;757.4;769.2;;88;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;01.сен;Осадков нет;1;;;;
02.02.2024 2:00;06.фев;757.7;769.5;;81;Ветер, дующий с востоко-северо-востока;1;;;; ;;;;;;;;;;;03.янв;Осадков нет;1;;;;
02.02.2024 1:00;06.янв;757.8;769.6;-0.2;84;Ветер, дующий с востоко-северо-востока;1;;;Облаков нет.; ;;;;;;;;;;16.0;03.июн;Осадков нет;6;;;;
02.02.2024 0:00;07.янв;758.0;769.8;;80;Ветер, дующий с востоко-северо-востока;2;;;; ;;;;;;;;;;;03.сен;Осадков нет;1;;;;
01.02.2024 23:00;07.фев;758.1;769.9;;79;Ветер, дующий с северо-северо-востока;1;;;; ;;;;;;;;;;;03.июл;Осадков нет;1;;;;
01.02.2024 22:00;07.июл;758.0;769.8;-0.2;79;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;25.0;04.мар;;;;;;
01.02.2024 21:00;08.сен;757.7;769.5;;79;Ветер, дующий с востоко-юго-востока;2;;;; ;;;;;;;;;;;05.апр;Осадков нет;1;;;;
01.02.2024 20:00;08.апр;758.3;770.1;;82;Штиль, безветрие;0;;;; ;;;;;;;;;;;05.апр;Осадков нет;1;;;;
01.02.2024 19:00;09.фев;758.2;769.9;-0.3;80;Ветер, дующий с юго-юго-востока;2;;;Облаков нет.; ;;;;13.июн;;;;;;25.0;05.сен;Осадков нет;12;;;;
01.02.2024 18:00;10.янв;758.5;770.2;;78;Ветер, дующий с запада;1;;;; ;;;;;;;;;;;06.апр;Осадков нет;1;;;;
01.02.2024 17:00;11.апр;758.4;770.2;;72;Ветер, дующий с запада;2;;;; ;;;;;;;;;;;06.апр;Осадков нет;1;;;;
01.02.2024 16:00;12.авг;758.5;770.3;-1.2;54;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;25.0;03.июл;;;;;;
01.02.2024 15:00;13.мар;758.5;770.3;;51;Ветер, дующий с северо-северо-запада;2;;;; ;;;;;;;;;;;03.фев;Осадков нет;1;;;;
01.02.2024 14:00;13.янв;758.8;770.5;;52;Ветер, дующий с западо-северо-запада;1;;;; ;;;;;;;;;;;03.май;Осадков нет;1;;;;
01.02.2024 13:00;12.мар;759.7;771.4;-1.1;55;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;20.0;03.май;Осадков нет;6;;;;
01.02.2024 12:00;10.июн;760.2;772.0;;64;Ветер, дующий с северо-востока;2;;;; ;;;;;;;;;;;4.0;Осадков нет;1;;;;
01.02.2024 11:00;08.май;760.9;772.7;;73;Ветер, дующий с северо-северо-запада;1;;;; ;;;;;;;;;;;03.авг;Осадков нет;1;;;;
01.02.2024 10:00;05.июн;760.8;772.6;0.2;78;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;20.0;2.0;;;;;;
01.02.2024 9:00;04.янв;760.8;772.6;;82;Ветер, дующий с северо-востока;2;;;; ;;;;;;;;;;;01.мар;Осадков нет;1;;;;
01.02.2024 8:00;03.янв;760.6;772.4;;87;Ветер, дующий с северо-северо-востока;1;;;; ;;;;;;;;;;;01.янв;Осадков нет;1;;;;
01.02.2024 7:00;02.май;760.6;772.4;-0.2;88;Ветер, дующий с северо-востока;1;;;Облаков нет.; ;;;2.0;;;;;;;20.0;0.7;Осадков нет;12;;;;
01.02.2024 6:00;02.авг;760.6;772.4;;89;Ветер, дующий с северо-востока;2;;;; ;;;;;;;;;;;01.фев;Осадков нет;1;;;;
01.02.2024 5:00;02.фев;760.6;772.4;;95;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;01.апр;Осадков нет;1;;;;
01.02.2024 4:00;03.фев;760.8;772.6;-1.1;94;Ветер, дующий с северо-северо-востока;2;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";16.0;02.мар;;;;;;
01.02.2024 3:00;03.фев;761.0;772.9;;93;Ветер, дующий с северо-северо-востока;1;;;; ;;;;;;;;;;;02.фев;Осадков нет;1;;;;
01.02.2024 2:00;02.авг;761.5;773.3;;92;Ветер, дующий с северо-востока;1;;;; ;;;;;;;;;;;01.июн;Осадков нет;1;;;;
01.02.2024 1:00;04.апр;761.9;773.8;-0.4;89;Ветер, дующий с северо-востока;1;;;; ;;;;;;;2500 или более, или облаков нет.;;;16.0;02.июл;Осадков нет;6;;;;
01.02.2024 0:00;04.авг;762.1;773.9;;89;Штиль, безветрие;0;;;; ;;;;;;;;;;;03.янв;Осадков нет;1;;;;
31.01.2024 23:00;6.0;762.2;774.1;;91;Штиль, безветрие;0;;;; ;;;;;;;;;;;04.июн;Осадков нет;1;;;;
31.01.2024 22:00;06.авг;762.3;774.1;-0.1;91;Ветер, дующий с юго-юго-востока;1;;;; ;;;;;;;2500 или более, или облаков нет.;;;10.0;05.апр;;;;;;
31.01.2024 21:00;8.0;762.3;774.1;;88;Ветер, дующий с юго-юго-востока;2;;;; ;;;;;;;;;;;06.янв;Осадков нет;1;;;;
31.01.2024 20:00;08.май;762.4;774.2;;87;Ветер, дующий с юго-юго-востока;2;;;; ;;;;;;;;;;;06.апр;Осадков нет;1;;;;
31.01.2024 19:00;09.апр;762.4;774.3;-0.1;82;Ветер, дующий с юго-юго-востока;2;;;; ;;;;14.фев;;;2500 или более, или облаков нет.;;;10.0;06.май;Осадков нет;12;;;;
31.01.2024 18:00;09.июл;762.5;774.4;;81;Штиль, безветрие;0;;;; ;;;;;;;;;;;06.май;Осадков нет;1;;;;
31.01.2024 17:00;11.май;762.4;774.2;;75;Ветер, дующий с запада;2;;;; ;;;;;;;;;;;07.фев;Осадков нет;1;;;;
31.01.2024 16:00;13.июл;762.5;774.3;-0.8;43;Переменное направление;1;;;Облаков нет.; ;;;;;;;;;;20.0;01.фев;;;;;;
31.01.2024 15:00;13.мар;762.6;774.4;;41;Ветер, дующий с севера;2;;;; ;;;;;;;;;;;0.3;Осадков нет;1;;;;
31.01.2024 14:00;13.0;762.9;774.7;;45;Ветер, дующий с северо-северо-запада;2;;;; ;;;;;;;;;;;01.апр;Осадков нет;1;;;;
31.01.2024 13:00;11.сен;763.3;775.1;-1.0;52;Ветер, дующий с северо-северо-востока;2;;;50%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";30.0;02.фев;Осадков нет;6;;;;
31.01.2024 12:00;10.авг;763.8;775.6;;58;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;02.авг;Осадков нет;1;;;;
31.01.2024 11:00;8.0;764.3;776.2;;70;Ветер, дующий с севера;2;;;; ;;;;;;;;;;;02.авг;Осадков нет;1;;;;
31.01.2024 10:00;5.0;764.3;776.2;0.4;82;Ветер, дующий с северо-северо-востока;3;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";30.0;02.фев;;;;;;
31.01.2024 9:00;03.май;764.2;776.1;;86;Ветер, дующий с северо-северо-востока;2;;;; ;;;;;;;;;;;01.мар;Осадков нет;1;;;;
31.01.2024 8:00;02.мар;764.0;775.9;;90;Ветер, дующий с северо-востока;2;;;; ;;;;;;;;;;;0.8;Осадков нет;1;;;;
31.01.2024 7:00;02.фев;763.9;775.8;0.1;93;Ветер, дующий с северо-северо-востока;1;;;Облаков нет.; ;;;01.фев;;;;;;;20.0;01.янв;Осадков нет;12;;;;
31.01.2024 6:00;01.сен;763.8;775.6;;94;Ветер, дующий с северо-востока;1;;;; ;;;;;;;;;;;1.0;Осадков нет;1;;;;
31.01.2024 5:00;02.апр;763.8;775.6;;94;Ветер, дующий с северо-востока;1;;;; ;;;;;;;;;;;01.май;Осадков нет;1;;;;
31.01.2024 4:00;02.сен;763.8;775.6;-0.7;94;Ветер, дующий с востоко-северо-востока;1;;;; ;;;;;;;;;;;2.0;;;;;;
31.01.2024 3:00;02.май;764.1;775.9;;95;Ветер, дующий с севера;2;;;; ;;;;;;;;;;;01.июл;Осадков нет;1;;;;
