Дата;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
02.02.2024 6:00;0.0;734.0;747.8;-0.7;85;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;-0.1;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;20.0;-2.3;0.8;12;;;;
02.02.2024 3:00;-0.1;734.7;748.6;-0.7;90;Ветер, дующий с запада;1;;;100%.;Снег неливневый. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;20.0;-1.5;;;;;;
02.02.2024 0:00;0.5;735.4;749.3;-1.2;90;Ветер, дующий с западо-юго-запада;1;;;100%.;Снег с перерывами слабый в срок наблюдения. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;04.фев;-0.9;;;;;;
01.02.2024 21:00;01.мар;736.6;750.4;-1.1;80;Ветер, дующий с запада;1;;;100%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;01.сен;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;20.0;-1.8;0.1;12;;;;
01.02.2024 18:00;01.апр;737.7;751.5;-1.0;90;Ветер, дующий с юго-запада;1;;;100%.;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;17.0;-0.1;0.5;12;;;;
01.02.2024 15:00;01.сен;738.7;752.5;-2.1;88;Ветер, дующий с западо-юго-запада;2;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;15.0;0.1;;;;;;
01.02.2024 12:00;01.апр;740.8;754.7;-1.7;92;Ветер, дующий с западо-юго-запада;1;;;100%.;Дымка. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;100-200;;;9.0;0.3;;;;;;
01.02.2024 9:00;0.8;742.5;756.4;-1.6;95;Ветер, дующий с западо-юго-запада;1;;;100%.;Дождь (незамерзающий) неливневый. ;Дождь со снегом или другими видами твердых осадков;Дождь.;-0.6;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;100-200;Высокослоистые непросвечивающие или слоисто-дождевые.;;6.0;0.1;2.0;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;38.0
01.02.2024 6:00;0.6;744.1;758.2;-2.1;95;Ветер, дующий с западо-юго-запада;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-0.6;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;7.0;-0.1;1.0;12;;;;
01.02.2024 3:00;0.0;746.2;760.2;-1.6;93;Ветер, дующий с западо-юго-запада;1;;;100%.;Дымка. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;100-200;;;6.0;-1.0;;;;;;
01.02.2024 0:00;-0.2;747.8;761.9;-1.6;90;Ветер, дующий с юго-юго-запада;1;;;100%.;Дымка. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;7.0;-1.7;;;;;;
31.01.2024 21:00;-0.5;749.4;763.6;-1.4;88;Ветер, дующий с запада;1;;;100%.; ;;;;0.5;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;;;10.0;-2.2;Следы осадков;12;;;;
31.01.2024 18:00;-0.6;750.8;765.0;-1.1;87;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;13.0;-2.6;Следы осадков;12;;;;
31.01.2024 15:00;0.1;751.9;766.0;-1.8;85;Ветер, дующий с юго-запада;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;16.0;-2.2;;;;;;
31.01.2024 12:00;0.4;753.7;767.8;-1.6;87;Ветер, дующий с юга;1;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;12.0;-1.5;;;;;;
31.01.2024 9:00;0.1;755.3;769.6;-1.4;90;Ветер, дующий с юго-юго-востока;1;;;100%.;Дымка. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;-0.4;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;9.0;-1.3;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;39.0
31.01.2024 6:00;-0.3;756.7;771.0;-1.0;92;Ветер, дующий с юго-востока;1;;;100%.;Дымка. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;-0.4;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;6.0;-1.5;Осадков нет;12;;;;
31.01.2024 3:00;-0.3;757.7;772.0;-0.6;91;Штиль, безветрие;0;;;100%.;Дымка. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;9.0;-1.6;;;;;;
31.01.2024 0:00;0.1;758.3;772.6;-0.2;91;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;;;10.0;-1.2;;;;;;
30.01.2024 21:00;0.7;758.5;772.7;0.5;89;Штиль, безветрие;0;;;100%.; ;;;;02.янв;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;12.0;-0.9;Осадков нет;12;;;;
30.01.2024 18:00;01.мар;758.0;772.3;0.4;86;Штиль, безветрие;0;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;16.0;-0.8;Осадков нет;12;;;;
30.01.2024 15:00;01.сен;757.6;771.7;0.3;83;Ветер, дующий с северо-запада;1;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;18.0;-0.8;;;;;;
30.01.2024 12:00;01.апр;757.3;771.5;0.5;84;Ветер, дующий с запада;1;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;19.0;-1.0;;;;;;
30.01.2024 9:00;0.8;756.8;771.1;0.5;85;Ветер, дующий с запада;1;;;100%.; ;;;-2.8;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;20.0;-1.5;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;42.0
30.01.2024 6:00;-0.1;756.3;770.5;-0.5;87;Ветер, дующий с запада;1;;;100%.; ;;;-2.8;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;20.0;-2.1;Осадков нет;12;;;;
30.01.2024 3:00;-0.8;756.8;771.1;-0.2;88;Ветер, дующий с запада;1;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;20.0;-2.6;;;;;;
30.01.2024 0:00;-1.7;757.0;771.4;-1.7;90;Ветер, дующий с западо-юго-запада;2;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;18.0;-3.1;;;;;;
29.01.2024 21:00;-2.8;758.7;773.1;-1.2;91;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;-2.3;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;17.0;-4.1;Осадков нет;12;;;;
29.01.2024 18:00;-3.3;759.9;774.4;-0.7;89;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;18.0;-4.9;Осадков нет;12;;;;
29.01.2024 15:00;-3.5;760.6;775.1;-1.0;87;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;20.0;-5.4;;;;;;
29.01.2024 12:00;-2.9;761.6;776.2;-0.5;84;Ветер, дующий с юго-запада;1;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;20.0;-5.2;;;;;;
29.01.2024 9:00;-3.0;762.1;776.6;0.0;84;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;-4.2;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;20.0;-5.4;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;43.0
29.01.2024 6:00;-3.9;762.1;776.6;0.1;85;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;-4.2;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;20.0;-6.1;Осадков нет;12;;;;
29.01.2024 3:00;-3.5;762.0;776.6;0.0;82;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;20.0;-6.1;;;;;;
29.01.2024 0:00;-3.8;762.0;776.5;0.7;82;Штиль, безветрие;0;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;20.0;-6.4;;;;;;
28.01.2024 21:00;-3.0;761.3;775.8;0.8;82;Ветер, дующий с западо-северо-запада;1;;;100%.; ;;;;-2.9;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;19.0;-5.6;Следы осадков;12;;;;
28.01.2024 18:00;-3.2;760.5;775.0;1.0;84;Штиль, безветрие;0;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;11.0;-5.5;Следы осадков;12;;;;
28.01.2024 15:00;-3.0;759.5;774.0;0.5;78;Штиль, безветрие;0;;;100%.;Снег неливневый. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;14.0;-6.4;;;;;;
28.01.2024 12:00;-4.0;759.0;773.5;0.9;84;Ветер, дующий с северо-северо-запада;1;;;100%.;Снег с перерывами слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;10.0;-6.4;;;;;;
28.01.2024 9:00;-4.6;758.1;772.6;01.янв;85;Ветер, дующий с севера;1;;;100%.; ;;;-5.0;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;13.0;-6.8;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;44.0
28.01.2024 6:00;-4.8;757.0;771.6;0.7;87;Ветер, дующий с северо-северо-востока;1;;;100%.;Дымка. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;-5.0;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;11.0;-6.6;Осадков нет;12;;;;
28.01.2024 3:00;-4.9;756.3;770.8;1.0;89;Штиль, безветрие;0;;;100%.;Дымка. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;;;8.0;-6.4;;;;;;
28.01.2024 0:00;-4.8;755.3;769.8;01.фев;85;Ветер, дующий с севера;1;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;12.0;-6.9;;;;;;
27.01.2024 21:00;-4.4;754.1;768.6;01.фев;84;Ветер, дующий с северо-северо-запада;1;;;100%.; ;;;;-4.2;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;11.0;-6.7;Осадков нет;12;;;;
27.01.2024 18:00;-4.3;752.9;767.4;01.май;84;Ветер, дующий с северо-востока;1;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;12.0;-6.6;Осадков нет;12;;;;
27.01.2024 15:00;-4.7;751.4;765.8;1.0;84;Ветер, дующий с севера;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;600-1000;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;13.0;-7.1;;;;;;
27.01.2024 12:00;-5.1;750.4;764.8;01.янв;86;Штиль, безветрие;0;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";70 – 80%.;300-600;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;13.0;-7.1;;;;;;
27.01.2024 9:00;-5.8;749.3;763.7;01.янв;87;Ветер, дующий с востока;1;;;100%.; ;;;-5.8;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;16.0;-7.6;Следы осадков;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;45.0
27.01.2024 6:00;-5.6;748.2;762.6;0.5;91;Ветер, дующий с востока;1;;;100%.;Дымка. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;-5.6;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;8.0;-6.9;Следы осадков;12;;;;
27.01.2024 3:00;-5.1;747.7;762.1;0.5;90;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;10.0;-6.5;;;;;;
27.01.2024 0:00;-4.7;747.2;761.5;0.5;87;Ветер, дующий с востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";20–30%.;300-600;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;13.0;-6.5;;;;;;
26.01.2024 21:00;-4.1;746.7;761.0;0.5;87;Ветер, дующий с востока;1;;;90  или более, но не 100%;Дымка. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-2.9;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";90  или более, но не 100%;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;9.0;-5.9;0.2;12;;;;
26.01.2024 18:00;-3.8;746.2;760.4;1.0;87;Ветер, дующий с востока;1;;;100%.;Дымка. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;8.0;-5.7;0.6;12;;;;
26.01.2024 15:00;-2.9;745.2;759.4;0.5;84;Ветер, дующий с северо-востока;1;;;100%.;Снег неливневый. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;6.0;-5.3;;;;;;
26.01.2024 12:00;-3.2;744.7;758.8;01.янв;85;Штиль, безветрие;0;;;100%.;Дымка. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;5.0;-5.4;;;;;;
26.01.2024 9:00;-3.8;743.6;757.8;01.мар;91;Ветер, дующий с востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-3.8;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;04.фев;-5.1;2.0;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;46.0
26.01.2024 6:00;-3.6;742.3;756.5;0.9;92;Ветер, дующий с востоко-юго-востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-3.6;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;1000-1500;;;04.апр;-4.7;3.0;12;;;;
26.01.2024 3:00;-3.3;741.4;755.5;0.9;90;Ветер, дующий с востоко-юго-востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;04.фев;-4.8;;;;;;
26.01.2024 0:00;-2.8;740.5;754.6;0.9;92;Ветер, дующий с юго-востока;1;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;02.авг;-4.0;;;;;;
25.01.2024 21:00;-2.0;739.6;753.6;0.8;94;Ветер, дующий с востоко-юго-востока;1;;;100%.;Снег непрерывный сильный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-0.3;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;01.июл;-2.8;3.0;12;;;;
25.01.2024 18:00;-1.3;738.8;752.8;0.7;92;Ветер, дующий с юго-востока;2;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;02.июл;-2.4;2.0;12;;;;
25.01.2024 15:00;-0.7;738.1;752.1;-0.1;88;Ветер, дующий с юго-востока;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;04.янв;-2.5;;;;;;
25.01.2024 12:00;-0.6;738.2;752.2;0.0;85;Ветер, дующий с юго-юго-востока;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;13.0;-2.8;;;;;;
25.01.2024 9:00;-0.4;738.2;752.2;-0.5;88;Ветер, дующий с юго-юго-востока;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-0.5;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;8.0;-2.1;0.9;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;42.0
25.01.2024 6:00;0.1;738.7;752.5;-1.1;90;Ветер, дующий с юго-юго-востока;2;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;0.1;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;02.мар;-1.3;0.5;12;;;;
25.01.2024 3:00;0.7;739.8;753.7;-1.0;85;Ветер, дующий с юго-юго-востока;1;;;100%.;Снег с перерывами слабый в срок наблюдения. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;7.0;-1.5;;;;;;
25.01.2024 0:00;0.6;740.8;754.7;-1.2;85;Ветер, дующий с юга;2;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;14.0;-1.6;;;;;;
24.01.2024 21:00;0.8;742.0;755.9;-1.0;85;Ветер, дующий с юга;1;;;100%.;Состояние неба в общем не изменилось. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;0.9;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;15.0;-1.4;Следы осадков;12;;;;
24.01.2024 18:00;0.6;743.0;757.0;-1.1;87;Ветер, дующий с юга;2;;;100%.;Состояние неба в общем не изменилось. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;18.0;-1.3;Следы осадков;12;;;;
24.01.2024 15:00;0.2;744.1;758.1;-1.5;86;Ветер, дующий с юго-запада;1;;;100%.; ;;;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;;;16.0;-1.9;;;;;;
